,Unnamed: 0,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
729,729,8950,68.0,86714.0,Petrol,110.0,1.0,0,1600,4,1035
730,730,11500,65.0,85889.0,Petrol,110.0,,0,1600,3,1065
731,731,10450,62.0,85000.0,Petrol,110.0,1.0,0,1600,3,1050
732,732,10500,60.0,85000.0,Petrol,86.0,1.0,0,1300,3,1025
733,733,9250,68.0,84976.0,Petrol,110.0,1.0,0,1600,4,1035
734,734,10950,65.0,84558.0,Petrol,110.0,1.0,0,1600,5,1120
735,735,10450,62.0,84549.0,Petrol,110.0,,0,1600,5,1075
736,736,9250,68.0,84482.0,Petrol,110.0,1.0,0,1600,5,1075
737,737,8750,62.0,83908.0,Petrol,110.0,1.0,0,1600,5,1070
738,738,8750,67.0,83560.0,Petrol,86.0,0.0,0,1300,3,1015
739,739,9800,68.0,83000.0,Petrol,107.0,1.0,1,1600,5,1100
740,740,8250,64.0,82723.0,Petrol,86.0,0.0,0,1300,3,1015
741,741,10450,62.0,82421.0,Petrol,110.0,1.0,0,1600,3,1065
742,742,9750,58.0,82254.0,Petrol,110.0,0.0,0,1600,5,1050
743,743,8950,61.0,82115.0,Petrol,110.0,1.0,0,1600,3,1055
744,744,7450,65.0,82000.0,Petrol,86.0,,0,1300,3,1015
745,745,8450,68.0,81965.0,Petrol,86.0,,0,1300,5,1035
746,746,8250,,81250.0,Petrol,110.0,0.0,0,1600,3,1050
747,747,10950,65.0,81192.0,Petrol,110.0,1.0,0,1600,3,1065
748,748,8950,61.0,81170.0,Petrol,110.0,1.0,0,1600,4,1040
749,749,8750,66.0,81083.0,Petrol,86.0,0.0,0,1300,3,1015
750,750,10450,61.0,80714.0,Petrol,110.0,1.0,0,1600,5,1075
751,751,10950,57.0,80470.0,,110.0,0.0,0,1600,5,1085
752,752,8450,65.0,80439.0,Petrol,110.0,1.0,0,1600,4,1035
753,753,9950,59.0,80430.0,Petrol,110.0,1.0,0,1600,3,1065
754,754,9950,,80426.0,Petrol,110.0,1.0,0,1600,3,1055
755,755,8750,62.0,80265.0,,86.0,0.0,0,1300,3,1015
756,756,9950,65.0,80153.0,Petrol,110.0,0.0,0,1600,5,1070
757,757,9500,68.0,80121.0,Petrol,110.0,0.0,0,1600,5,1070
758,758,8250,65.0,80086.0,Petrol,110.0,1.0,0,1600,4,1035
759,759,10950,62.0,80000.0,Petrol,110.0,,0,1600,5,1075
760,760,7950,60.0,80000.0,,86.0,0.0,0,1300,5,1015
761,761,8250,65.0,80000.0,Petrol,86.0,1.0,0,1300,2,1015
762,762,9895,67.0,79858.0,Petrol,110.0,1.0,0,1600,4,1040
763,763,9130,67.0,79762.0,Petrol,86.0,1.0,0,1300,3,1015
764,764,10950,59.0,79660.0,Petrol,86.0,0.0,1,1300,5,1065
765,765,10500,60.0,79150.0,Petrol,110.0,1.0,0,1600,5,1075
766,766,8900,61.0,79000.0,Petrol,110.0,1.0,0,1600,3,1050
767,767,9500,57.0,78955.0,Petrol,86.0,1.0,0,1300,5,1045
768,768,10950,59.0,78750.0,Diesel,90.0,1.0,0,1975,5,1155
769,769,7950,68.0,78521.0,Petrol,86.0,0.0,0,1300,3,1015
770,770,7950,64.0,78356.0,Petrol,86.0,1.0,0,1300,3,1015
771,771,7950,65.0,78076.0,Petrol,86.0,1.0,0,1300,3,1015
772,772,9500,,78063.0,Petrol,107.0,,1,1600,5,1100
773,773,10950,,77821.0,Petrol,110.0,1.0,0,1600,5,1075
774,774,9750,68.0,77695.0,Petrol,110.0,,0,1600,4,1035
775,775,9750,65.0,77500.0,Petrol,110.0,1.0,0,1600,3,1050
776,776,9450,63.0,77457.0,Petrol,110.0,1.0,0,1600,3,1055
777,777,8950,68.0,77029.0,Petrol,86.0,1.0,0,1300,3,1015
778,778,8950,68.0,77008.0,Petrol,86.0,1.0,0,1300,3,1015
779,779,8900,66.0,76791.0,Petrol,110.0,1.0,0,1600,5,1070
780,780,9950,61.0,76700.0,Petrol,86.0,1.0,0,1300,5,1035
781,781,8750,67.0,76569.0,Petrol,86.0,1.0,0,1300,3,1020
782,782,8950,59.0,76162.0,Petrol,110.0,1.0,0,1600,5,1075
783,783,8990,65.0,76155.0,Petrol,110.0,1.0,0,1600,4,1035
784,784,8950,61.0,75609.0,Petrol,86.0,1.0,0,1300,3,1015
785,785,8950,62.0,75569.0,Diesel,72.0,1.0,0,2000,3,1120
786,786,9950,,75429.0,Petrol,110.0,1.0,0,1600,3,1065
787,787,9900,68.0,75000.0,Petrol,110.0,1.0,0,1600,5,1075
788,788,8950,65.0,75000.0,Petrol,86.0,0.0,0,1300,3,1015
789,789,8950,62.0,75000.0,Petrol,110.0,1.0,0,1600,5,1070
790,790,9500,66.0,74963.0,Petrol,107.0,0.0,1,1600,3,1085
791,791,7950,68.0,74889.0,Petrol,86.0,1.0,0,1300,3,1015
792,792,7750,,74875.0,Petrol,110.0,0.0,0,1600,5,1070
793,793,8950,63.0,74747.0,,110.0,1.0,0,1600,5,1075
794,794,11950,60.0,74720.0,Petrol,110.0,,0,1600,5,1085
795,795,8950,62.0,74457.0,Petrol,110.0,0.0,0,1600,5,1075
796,796,11950,60.0,74337.0,Petrol,86.0,0.0,0,1300,5,1035
797,797,8950,68.0,74308.0,Petrol,110.0,0.0,0,1600,3,1050
798,798,9950,64.0,74193.0,Petrol,110.0,,0,1600,3,1050
799,799,8250,65.0,74179.0,Petrol,110.0,1.0,0,1600,3,1050
800,800,8995,67.0,73936.0,Petrol,86.0,1.0,0,1300,5,1050
801,801,9995,61.0,73894.0,Petrol,110.0,1.0,0,1600,3,1065
802,802,9250,64.0,73500.0,Petrol,110.0,1.0,0,1600,3,1050
803,803,10950,64.0,73376.0,Petrol,110.0,0.0,0,1600,5,1070
804,804,8900,,73300.0,Petrol,86.0,1.0,0,1300,3,1015
805,805,9500,,73172.0,Petrol,110.0,1.0,0,1600,5,1075
806,806,9950,58.0,72928.0,Petrol,110.0,1.0,0,1600,5,1075
807,807,7950,67.0,72880.0,Petrol,86.0,1.0,0,1332,3,1015
808,808,8250,63.0,72522.0,Petrol,110.0,1.0,0,1600,3,1050
809,809,9450,64.0,72000.0,Petrol,86.0,1.0,0,1300,3,1015
810,810,7950,57.0,72000.0,Petrol,86.0,0.0,0,1300,3,1015
811,811,9500,59.0,71366.0,Petrol,110.0,0.0,0,1600,3,1065
812,812,8950,65.0,71317.0,Petrol,110.0,,0,1600,3,1050
813,813,10950,62.0,71000.0,Petrol,110.0,0.0,0,1600,5,1070
814,814,8950,60.0,70954.0,Petrol,110.0,0.0,0,1600,3,1050
815,815,9450,63.0,70908.0,Petrol,86.0,0.0,0,1300,5,1035
816,816,8000,58.0,70560.0,Petrol,110.0,1.0,0,1600,3,1050
817,817,9900,67.0,70552.0,Petrol,110.0,0.0,0,1600,5,1075
818,818,8950,62.0,70500.0,Petrol,110.0,1.0,0,1600,5,1035
819,819,10900,60.0,70453.0,Diesel,72.0,0.0,0,2000,5,1135
820,820,9450,59.0,70218.0,Petrol,110.0,1.0,0,1600,3,1050
821,821,8450,64.0,70116.0,Petrol,110.0,1.0,0,1600,4,1035
822,822,9500,65.0,70068.0,Petrol,110.0,1.0,0,1600,5,1075
823,823,10500,67.0,70000.0,Petrol,107.0,1.0,1,1587,3,1065
824,824,6950,68.0,70000.0,Petrol,86.0,1.0,0,1300,3,1015
825,825,9750,68.0,69103.0,Petrol,110.0,0.0,0,1600,4,1035
826,826,6950,58.0,69022.0,Petrol,86.0,1.0,0,1300,5,1035
827,827,9650,67.0,69000.0,Petrol,110.0,1.0,0,1600,3,1065
828,828,9950,68.0,68865.0,Petrol,110.0,1.0,0,1600,3,1065
829,829,9250,58.0,68723.0,Petrol,86.0,0.0,0,1300,3,1025
830,830,8950,63.0,68453.0,,110.0,1.0,0,1600,5,1070
831,831,9900,63.0,68238.0,Petrol,86.0,0.0,0,1300,5,1050
832,832,10995,63.0,68153.0,Petrol,110.0,1.0,0,1600,5,1085
833,833,10500,65.0,68000.0,Petrol,110.0,0.0,0,1600,5,1075
834,834,8950,65.0,68000.0,Petrol,86.0,1.0,0,1300,3,1015
835,835,9750,67.0,67762.0,,110.0,,0,1600,3,1065
836,836,10950,68.0,67146.0,Petrol,110.0,1.0,0,1600,5,1075
837,837,9750,67.0,67110.0,Petrol,86.0,1.0,0,1300,5,1035
838,838,9950,59.0,67010.0,,110.0,1.0,0,1600,3,1065
839,839,10500,65.0,67003.0,Petrol,110.0,1.0,0,1600,4,1035
840,840,10400,68.0,66785.0,Petrol,86.0,0.0,1,1300,3,1045
841,841,8800,68.0,66550.0,Petrol,86.0,0.0,0,1332,3,1010
842,842,10500,61.0,66259.0,Petrol,110.0,1.0,0,1600,3,1065
843,843,9250,62.0,66082.0,Petrol,110.0,,0,1600,5,1070
844,844,7800,65.0,66000.0,Petrol,86.0,1.0,0,1300,3,1015
845,845,9950,61.0,66000.0,Petrol,110.0,0.0,0,1600,3,1050
846,846,10750,63.0,65896.0,Petrol,110.0,1.0,0,1600,3,1065
847,847,10950,67.0,65785.0,Petrol,110.0,,0,1600,5,1075
848,848,9950,65.0,65513.0,Petrol,110.0,,1,1600,4,1070
849,849,9950,59.0,65463.0,,110.0,1.0,0,1600,5,1070
850,850,8100,,65400.0,Petrol,86.0,1.0,0,1300,4,1000
851,851,9250,60.0,65259.0,Petrol,110.0,1.0,0,1600,3,1050
852,852,7800,64.0,65000.0,Petrol,110.0,1.0,0,1600,3,1050
853,853,9000,68.0,65000.0,Petrol,110.0,0.0,0,1600,5,1070
854,854,8950,57.0,65000.0,,110.0,0.0,0,1600,4,1035
855,855,8950,62.0,64966.0,Petrol,86.0,,0,1300,3,1020
856,856,9950,68.0,64950.0,Petrol,110.0,1.0,0,1600,5,1075
857,857,8500,60.0,64914.0,,110.0,,0,1600,5,1070
858,858,7995,62.0,64797.0,Petrol,110.0,1.0,0,1600,5,1075
859,859,8750,65.0,64772.0,Petrol,110.0,1.0,0,1600,3,1050
860,860,9750,63.0,64690.0,Petrol,86.0,0.0,0,1300,3,1020
861,861,10950,65.0,64630.0,Petrol,110.0,0.0,0,1600,5,1070
862,862,9750,67.0,64613.0,Petrol,110.0,1.0,0,1600,5,1085
863,863,8200,60.0,64383.0,Petrol,86.0,,0,1300,3,1015
864,864,8950,68.0,64000.0,Petrol,110.0,,0,1600,5,1075
865,865,9500,66.0,63881.0,Petrol,86.0,0.0,0,1300,3,1015
866,866,10950,58.0,63870.0,Diesel,72.0,0.0,0,2000,5,1135
867,867,9750,66.0,63328.0,Petrol,86.0,0.0,1,1300,5,1065
868,868,9950,65.0,63000.0,Petrol,86.0,1.0,1,1300,5,1065
869,869,10450,,63000.0,Petrol,86.0,0.0,1,1300,3,1050
870,870,9850,65.0,62396.0,Petrol,110.0,0.0,0,1600,3,1050
871,871,9450,62.0,62377.0,Petrol,110.0,1.0,0,1600,5,1075
872,872,10295,67.0,62316.0,Petrol,110.0,1.0,0,1600,3,1050
873,873,9750,68.0,62292.0,Petrol,110.0,1.0,0,1600,3,1065
874,874,8950,65.0,62225.0,Petrol,110.0,1.0,0,1600,3,1050
875,875,9900,68.0,62222.0,Petrol,110.0,0.0,0,1600,5,1075
876,876,8750,66.0,62135.0,Petrol,86.0,,0,1300,5,1035
877,877,9950,58.0,62024.0,Petrol,110.0,1.0,0,1600,5,1075
878,878,8500,60.0,61977.0,Petrol,86.0,1.0,0,1300,3,1015
879,879,9950,62.0,61930.0,Petrol,110.0,,0,1600,4,1035
880,880,10950,57.0,61682.0,Petrol,110.0,0.0,0,1600,3,1050
881,881,9795,68.0,61568.0,Petrol,110.0,1.0,0,1600,4,1035
882,882,8750,68.0,61504.0,Petrol,110.0,1.0,0,1600,4,1035
883,883,8250,65.0,61384.0,Petrol,110.0,1.0,0,1600,3,1050
884,884,9950,58.0,61343.0,Petrol,110.0,1.0,0,1600,5,1075
885,885,9950,62.0,61254.0,Petrol,110.0,0.0,0,1600,5,1075
886,886,10500,59.0,61166.0,Petrol,110.0,1.0,0,1600,3,1050
887,887,9750,62.0,61149.0,Petrol,86.0,1.0,0,1300,5,1040
888,888,11250,61.0,61144.0,Petrol,110.0,1.0,0,1600,5,1090
889,889,8900,59.0,61127.0,Petrol,110.0,1.0,0,1600,3,1050
890,890,7950,60.0,61100.0,,86.0,1.0,0,1300,3,1015
891,891,11500,68.0,61100.0,Petrol,110.0,1.0,0,1600,5,1075
892,892,9450,57.0,61000.0,Petrol,110.0,,0,1600,3,1050
893,893,7995,65.0,60724.0,Petrol,86.0,1.0,0,1300,3,1015
894,894,10995,59.0,60708.0,Petrol,86.0,1.0,0,1300,5,1045
895,895,8950,61.0,60532.0,Petrol,110.0,1.0,0,1600,3,1050
896,896,8250,,60000.0,Petrol,86.0,0.0,1,1300,4,1030
897,897,8950,66.0,60000.0,Petrol,86.0,1.0,0,1300,3,1015
898,898,8950,65.0,60000.0,,86.0,1.0,0,1300,3,1015
899,899,9500,62.0,59295.0,,86.0,0.0,0,1300,5,1035
900,900,7500,65.0,59264.0,Petrol,86.0,0.0,0,1300,3,1015
901,901,8950,63.0,59000.0,Petrol,110.0,0.0,0,1600,3,1050
902,902,9950,63.0,59000.0,Petrol,86.0,1.0,0,1300,5,1035
903,903,9750,65.0,59000.0,Petrol,110.0,0.0,0,1600,5,1075
904,904,9450,61.0,59000.0,Petrol,110.0,1.0,0,1600,5,1070
905,905,9950,65.0,59000.0,,110.0,0.0,0,1600,3,1050
906,906,9750,68.0,58860.0,Petrol,110.0,1.0,0,1600,3,1055
907,907,8950,65.0,58829.0,Petrol,110.0,0.0,0,1600,3,1050
908,908,8250,66.0,58654.0,Petrol,110.0,1.0,0,1600,5,1070
909,909,7750,65.0,58300.0,Petrol,86.0,1.0,0,1300,3,1015
910,910,8950,60.0,58269.0,Petrol,110.0,,0,1600,3,1050
911,911,9950,64.0,58136.0,Petrol,110.0,1.0,0,1600,5,1075
912,912,9450,66.0,58113.0,Petrol,107.0,1.0,1,1600,3,1085
913,913,12950,67.0,58058.0,Petrol,110.0,1.0,0,1600,3,1065
914,914,9950,58.0,58000.0,Petrol,110.0,1.0,0,1600,3,1050
915,915,10495,62.0,58000.0,Petrol,110.0,1.0,0,1600,3,1065
916,916,7950,68.0,57565.0,Petrol,86.0,,0,1300,5,1035
917,917,10500,63.0,57413.0,Petrol,107.0,0.0,1,1600,5,1115
918,918,8950,65.0,57374.0,Petrol,110.0,1.0,0,1600,5,1075
919,919,9900,62.0,57179.0,Petrol,110.0,1.0,0,1600,5,1075
920,920,9995,61.0,57169.0,Petrol,110.0,1.0,0,1600,3,1065
921,921,9950,63.0,57124.0,Petrol,110.0,1.0,0,1600,3,1065
922,922,9950,63.0,57000.0,Petrol,110.0,,0,1600,3,1050
923,923,8250,67.0,57000.0,Petrol,110.0,0.0,0,1600,3,1050
924,924,9950,63.0,57000.0,Petrol,86.0,1.0,0,1300,5,1035
925,925,8950,59.0,56259.0,Petrol,86.0,0.0,0,1300,3,1015
926,926,10950,62.0,56209.0,Petrol,107.0,1.0,1,1600,3,1080
927,927,9250,67.0,56074.0,Petrol,86.0,0.0,0,1300,4,1000
928,928,9950,63.0,55942.0,Petrol,110.0,1.0,0,1600,5,1070
929,929,9995,57.0,55844.0,Petrol,86.0,1.0,0,1300,5,1045
930,930,8750,61.0,55747.0,Petrol,86.0,0.0,0,1300,3,1020
931,931,10950,58.0,55478.0,Petrol,86.0,0.0,0,1300,5,1045
932,932,10350,,55085.0,Petrol,107.0,0.0,1,1600,5,1105
933,933,9950,65.0,55061.0,Petrol,110.0,1.0,0,1600,5,1070
934,934,8950,65.0,55000.0,Petrol,86.0,1.0,0,1300,3,1015
935,935,10950,57.0,55000.0,Petrol,110.0,0.0,0,1600,5,1075
936,936,10950,63.0,54936.0,Petrol,110.0,1.0,0,1600,5,1075
937,937,8950,68.0,54875.0,Petrol,110.0,1.0,0,1600,5,1070
938,938,8900,67.0,54847.0,Petrol,110.0,0.0,0,1600,3,1050
939,939,10250,60.0,54554.0,Petrol,110.0,,0,1600,3,1065
940,940,9450,61.0,54125.0,Petrol,110.0,1.0,0,1600,5,1035
941,941,9250,61.0,54000.0,Petrol,110.0,1.0,0,1600,3,1055
942,942,10500,57.0,54000.0,Petrol,110.0,1.0,0,1600,5,1075
943,943,7350,58.0,54000.0,Petrol,86.0,0.0,0,1300,5,1035
944,944,10250,57.0,54000.0,Petrol,110.0,1.0,0,1600,3,1135
945,945,10250,62.0,53285.0,Petrol,110.0,1.0,0,1600,5,1075
946,946,11500,65.0,53053.0,,110.0,1.0,0,1600,5,1075
947,947,8950,68.0,53000.0,Petrol,110.0,1.0,1,1587,3,1075
948,948,7750,,53000.0,Petrol,86.0,0.0,0,1300,3,1015
949,949,9500,64.0,52968.0,Petrol,110.0,1.0,0,1600,3,1050
950,950,8450,67.0,52800.0,Petrol,86.0,1.0,0,1300,3,1015
951,951,8950,57.0,52548.0,Petrol,110.0,0.0,0,1600,3,1050
952,952,8400,60.0,52487.0,Petrol,110.0,1.0,0,1600,4,1035
953,953,9250,66.0,52383.0,Petrol,86.0,0.0,0,1300,3,1015
954,954,8900,61.0,52112.0,Petrol,110.0,1.0,0,1600,4,1035
955,955,8750,58.0,51712.0,Petrol,110.0,0.0,0,1600,3,1050
956,956,10950,58.0,51421.0,Petrol,110.0,0.0,1,1600,5,1105
957,957,8950,61.0,51235.0,Petrol,86.0,1.0,0,1300,4,1000
958,958,8950,65.0,51000.0,,86.0,1.0,0,1300,3,1015
959,959,8895,61.0,50925.0,Petrol,110.0,1.0,0,1600,5,1070
960,960,9390,66.0,50806.0,Petrol,86.0,0.0,0,1300,3,1480
961,961,8750,59.0,50469.0,Petrol,110.0,1.0,0,1600,5,1070
962,962,9750,61.0,50173.0,Petrol,110.0,1.0,0,1600,5,1075
963,963,9950,62.0,50000.0,Petrol,110.0,1.0,0,1600,5,1075
964,964,10950,65.0,49942.0,,110.0,0.0,0,1600,3,1065
965,965,9900,67.0,49585.0,Petrol,110.0,0.0,0,1600,5,1085
966,966,9500,62.0,49258.0,Petrol,110.0,1.0,0,1600,4,1035
967,967,9950,61.0,49000.0,Petrol,110.0,0.0,0,1600,3,1050
968,968,9950,63.0,48738.0,Petrol,110.0,0.0,0,1600,5,1055
969,969,10500,62.0,47750.0,Petrol,86.0,1.0,0,1300,5,1040
970,970,9950,63.0,47612.0,Petrol,86.0,0.0,0,1300,3,1015
971,971,10495,68.0,47500.0,Petrol,86.0,,0,1300,5,1035
972,972,9500,,47237.0,Petrol,110.0,0.0,0,1600,3,1050
973,973,8500,58.0,47171.0,Petrol,86.0,1.0,0,1300,3,1015
974,974,10450,60.0,47060.0,Petrol,110.0,0.0,0,1600,4,1035
975,975,8950,65.0,47014.0,Petrol,86.0,,0,1300,3,1015
976,976,9900,59.0,46929.0,Petrol,86.0,1.0,0,1300,3,1025
977,977,8900,,46000.0,Petrol,86.0,0.0,0,1300,5,1035
978,978,8745,65.0,45681.0,Petrol,110.0,0.0,0,1600,3,1050
979,979,8750,65.0,45549.0,Petrol,86.0,,0,1300,3,1015
980,980,10750,57.0,45000.0,Petrol,110.0,1.0,0,1600,5,1050
981,981,9750,57.0,45000.0,,110.0,1.0,0,1600,3,1050
982,982,8850,65.0,45000.0,Petrol,110.0,0.0,0,1600,5,1075
983,983,7950,66.0,45000.0,Petrol,86.0,1.0,0,1300,5,1035
984,984,9450,63.0,45000.0,Petrol,110.0,1.0,0,1600,4,1035
985,985,9950,61.0,45000.0,Petrol,107.0,0.0,1,1600,3,1085
986,986,8250,63.0,44944.0,Petrol,110.0,,0,1600,4,1035
987,987,9950,61.0,44597.0,Petrol,86.0,,0,1300,3,1015
988,988,9995,,44458.0,Petrol,86.0,0.0,0,1300,3,1015
989,989,9950,59.0,43818.0,Petrol,110.0,0.0,0,1600,5,1070
990,990,10495,60.0,43426.0,Petrol,110.0,1.0,0,1600,5,1070
991,991,7950,,43000.0,,110.0,,1,1600,4,1114
992,992,8950,68.0,43000.0,Petrol,110.0,1.0,0,1600,5,1035
993,993,9695,57.0,43000.0,Petrol,110.0,0.0,0,1600,5,1075
994,994,7750,64.0,43000.0,Petrol,86.0,,0,1300,3,1015
995,995,9950,68.0,42750.0,,110.0,,0,1600,3,1050
996,996,9950,67.0,42102.0,Petrol,110.0,,0,1600,5,1075
997,997,9950,63.0,41586.0,Petrol,110.0,1.0,0,1600,5,1114
998,998,9900,64.0,41200.0,Petrol,110.0,,0,1600,5,1070
999,999,10950,57.0,40214.0,Petrol,86.0,0.0,0,1300,3,1025
1000,1000,8950,60.0,40000.0,Petrol,86.0,1.0,0,1300,4,1000
1001,1001,8950,66.0,39222.0,,86.0,1.0,1,1300,3,1045
1002,1002,8250,66.0,39144.0,Petrol,110.0,1.0,0,1600,3,1050
1003,1003,10250,62.0,39000.0,Petrol,110.0,1.0,0,1600,5,1075
1004,1004,8750,61.0,38019.0,Petrol,110.0,1.0,0,1600,5,1070
1005,1005,9750,,37759.0,Petrol,110.0,1.0,0,1600,5,1070
1006,1006,10950,61.0,37500.0,Petrol,110.0,0.0,0,1600,5,1085
1007,1007,10950,60.0,37111.0,Petrol,110.0,1.0,0,1600,3,1050
1008,1008,9750,62.0,37000.0,Petrol,86.0,0.0,0,1300,3,1015
1009,1009,8900,59.0,36954.0,Petrol,110.0,1.0,0,1600,3,1050
1010,1010,9500,60.0,36943.0,Petrol,110.0,0.0,0,1600,5,1070
1011,1011,9950,63.0,36923.0,Petrol,86.0,0.0,0,1300,5,1050
1012,1012,9950,66.0,36658.0,Petrol,110.0,0.0,0,1600,3,1050
1013,1013,8250,65.0,36000.0,Petrol,86.0,1.0,0,1300,3,1015
1014,1014,10450,65.0,36000.0,Petrol,110.0,,0,1600,3,1065
1015,1015,10950,62.0,35512.0,Petrol,110.0,1.0,0,1600,3,1065
1016,1016,9250,65.0,35283.0,Petrol,86.0,1.0,0,1300,3,1015
1017,1017,8900,68.0,35000.0,Petrol,110.0,1.0,0,1600,3,1050
1018,1018,10900,57.0,35000.0,Petrol,86.0,1.0,0,1300,5,1045
1019,1019,9750,64.0,34114.0,Petrol,110.0,0.0,0,1600,3,1050
1020,1020,11950,58.0,34000.0,Petrol,110.0,0.0,0,1600,5,1075
1021,1021,7900,68.0,33847.0,Petrol,86.0,1.0,0,1300,4,1000
1022,1022,10900,57.0,33535.0,Petrol,110.0,0.0,0,1600,4,1035
1023,1023,10450,65.0,33000.0,Petrol,110.0,0.0,0,1600,3,1050
1024,1024,10950,59.0,32150.0,Petrol,110.0,1.0,0,1600,5,1085
1025,1025,9950,65.0,31588.0,Petrol,86.0,1.0,0,1300,3,1015
1026,1026,10750,,31480.0,Petrol,110.0,1.0,0,1600,3,1065
1027,1027,9900,57.0,31307.0,Petrol,110.0,1.0,0,1600,5,1070
1028,1028,10750,68.0,31000.0,Petrol,110.0,1.0,0,1600,4,1035
1029,1029,10450,58.0,30634.0,Petrol,110.0,1.0,0,1600,5,1075
1030,1030,9450,68.0,30300.0,Petrol,86.0,1.0,0,1300,4,1000
1031,1031,10750,60.0,28500.0,,86.0,1.0,1,1300,3,1045
1032,1032,10950,60.0,28500.0,Petrol,110.0,0.0,0,1600,5,1075
1033,1033,10000,57.0,28000.0,Petrol,86.0,,0,1300,3,1015
1034,1034,10500,68.0,26698.0,Petrol,110.0,0.0,0,1600,3,1055
1035,1035,12500,62.0,26000.0,Petrol,107.0,,1,1600,3,1085
1036,1036,8950,62.0,25505.0,Petrol,86.0,1.0,0,1300,5,1035
1037,1037,10500,58.0,25000.0,Petrol,110.0,1.0,0,1600,5,1075
1038,1038,9245,66.0,22835.0,Petrol,110.0,1.0,0,1600,3,1050
1039,1039,10950,59.0,22705.0,,110.0,1.0,0,1600,5,1075
1040,1040,9500,,22178.0,Petrol,86.0,1.0,0,1300,3,1015
1041,1041,10900,62.0,17345.0,,110.0,1.0,0,1600,3,1050
1042,1042,10950,67.0,15535.0,Petrol,86.0,,1,1300,4,1030
1043,1043,9450,66.0,15110.0,Petrol,86.0,0.0,0,1300,5,1035
1044,1044,5900,73.0,232940.0,Diesel,72.0,0.0,0,2000,5,1172
1045,1045,6950,79.0,218118.0,Diesel,72.0,0.0,0,2000,5,1150
1046,1046,6000,78.0,217764.0,Diesel,72.0,1.0,0,2000,5,1135
1047,1047,5250,79.0,207114.0,CNG,110.0,1.0,0,1600,5,1114
1048,1048,4400,74.0,203254.0,Diesel,72.0,1.0,0,2000,3,1135
1049,1049,6750,77.0,,Diesel,72.0,1.0,0,2000,4,1100
1050,1050,8500,69.0,197501.0,Diesel,72.0,0.0,0,2000,5,1135
1051,1051,6150,80.0,194765.0,Diesel,72.0,0.0,0,2000,3,1120
1052,1052,6950,76.0,191620.0,Diesel,72.0,0.0,0,2000,5,1150
1053,1053,5750,76.0,183277.0,Diesel,72.0,0.0,0,2000,3,1115
1054,1054,8750,78.0,180378.0,,72.0,1.0,0,2000,4,1100
1055,1055,6500,70.0,178800.0,Diesel,72.0,0.0,0,2000,3,1115
1056,1056,5950,73.0,176177.0,Petrol,110.0,,0,1600,5,1075
1057,1057,6500,78.0,176000.0,Petrol,86.0,0.0,0,1300,5,1035
1058,1058,10500,77.0,172980.0,Diesel,72.0,,0,2000,5,1135
1059,1059,8500,77.0,170000.0,Diesel,72.0,0.0,0,2000,4,1100
1060,1060,7950,71.0,164000.0,Petrol,110.0,1.0,0,1600,3,1050
1061,1061,5800,78.0,161775.0,Petrol,86.0,,0,1300,3,1015
1062,1062,6750,80.0,160000.0,Petrol,86.0,0.0,0,1300,3,1015
1063,1063,6950,78.0,159968.0,Diesel,72.0,0.0,0,2000,3,1115
1064,1064,5740,74.0,159908.0,Petrol,110.0,0.0,0,1600,3,1050
1065,1065,6550,73.0,158492.0,Petrol,86.0,0.0,0,1300,3,1015
1066,1066,8950,69.0,156204.0,Diesel,72.0,1.0,0,2000,3,1115
1067,1067,6750,73.0,156169.0,Petrol,86.0,1.0,0,1300,5,1035
1068,1068,7950,78.0,155210.0,Petrol,110.0,0.0,0,1600,3,1050
1069,1069,7950,69.0,155000.0,Diesel,72.0,0.0,0,2000,3,1115
1070,1070,7450,76.0,154900.0,Diesel,72.0,1.0,0,2000,5,1140
1071,1071,7750,70.0,151300.0,Diesel,72.0,1.0,0,2000,5,1150
1072,1072,6450,71.0,151000.0,CNG,110.0,1.0,0,1600,5,1094
1073,1073,7900,75.0,150000.0,Diesel,72.0,1.0,0,2000,3,1135
1074,1074,6900,69.0,146304.0,Diesel,72.0,,0,2000,3,1115
1075,1075,5600,75.0,146197.0,Petrol,86.0,0.0,0,1300,3,1015
1076,1076,5950,77.0,145996.0,Petrol,110.0,0.0,0,1600,4,1035
1077,1077,6950,80.0,143560.0,Petrol,86.0,1.0,1,1300,3,1045
1078,1078,7950,71.0,139145.0,Diesel,73.0,0.0,0,2000,2,1115
1079,1079,8950,,138500.0,Petrol,86.0,0.0,0,1300,5,1050
1080,1080,7950,74.0,137741.0,Diesel,90.0,1.0,0,2000,5,1135
1081,1081,9500,80.0,137178.0,Diesel,90.0,1.0,0,2000,5,1135
1082,1082,8600,,134889.0,Diesel,72.0,1.0,0,2000,3,1115
1083,1083,5950,71.0,134660.0,Diesel,72.0,0.0,0,2000,5,1135
1084,1084,7750,73.0,134539.0,Petrol,110.0,,0,1600,5,1070
1085,1085,7950,79.0,131500.0,Diesel,72.0,0.0,0,2000,5,1140
1086,1086,6950,77.0,131307.0,Petrol,110.0,,0,1600,3,1050
1087,1087,7250,74.0,130025.0,Petrol,110.0,1.0,0,1600,3,1050
1088,1088,6500,78.0,130000.0,Petrol,86.0,,0,1300,5,1015
1089,1089,7250,77.0,128960.0,Petrol,110.0,1.0,0,1600,5,1070
